Item ID,Item Type,Home Location,Current Location,Name,Replacement Cost
ETL1841,Curriculum,Portobello,Portobello,"Woodcarving, tools, materials & equipment book",
ETL1842,Sanders & Planers,Leith,Leith,Mouse Sander,
ETL1843,Bar Clamps,Leith,Leith,Bar clamp,10
ETL1844,Bar Clamps,Leith,Leith,Bar clamp,10
ETL1845,Bar Clamps,Leith,Leith,Bar clamp,10
ETL1846,Sanders,Leith,Leith,Orbital Sander,30
ETL1847,Random Orbit Sander,Leith,Leith,Random Orbital Sander,40
ETL1848,Planes,Leith,Leith,Bullnose/Rebate Plane,5
ETL1849,Random Orbit Sander,Leith,Leith,Parkside 310W Power Sander,30
ETL1850,Drill Bits,Leith,Leith,Drill/Driver Bit Set,
ETL1851,Cordless Drills,Leith,Leith,Makita cordless drill,
ETL1852,Drill Bits,Leith,Leith,Ratcheted Screw Driver and Plier Set with bits.,
ETL1853,Amp Meters,Leith,Leith,Micronta Analogue Multimeter,20
ETL1854,Cordless Circular Saw,Leith,Leith,Cordless circular saw,60
ETL1855,Hole Saw Kit,Leith,Leith,Carbon Steel Hole Saw Set,30
ETL1856,Misc,Leith,Leith,Velcro-Strap Knee Pads,5
ETL1857,Routers,Leith,Leith,Router,80
ETL1858,Finishing Power Sanders,Leith,Leith,Palm Sander,57
ETL1860,Garden Tools,Leith,Leith,Hedge Trimmer,
ETL1861,Corded & Plug-in,Leith,Leith,Plunge router,
ETL1862,Corded & Plug-in,Leith,Leith,Corded hammer drill,
ETL1863,Cordless Power Tools,Leith,Leith,Black and decker quattro,
ETL1865,Hack saw,Leith,Leith,Hack saw,
ETL1866,Axes,Leith,Leith,Hand axe,
ETL1867,Axes,Leith,Leith,2 handed axe,
ETL1868,Cordless Screwdrivers,Leith,Leith,Cordless screwdriver,
ETL1869,Corded & Plug-in,Leith,Leith,Jigsaw,
ETL1870,Drill Press (power),Leith,Leith,Portable drill press,
ETL1871,Corded & Plug-in,Leith,Leith,Hot air gun,
ETL1872,Tools,Leith,Portobello,Self levelling laser,
ETL1873,Corded & Plug-in,Leith,Leith,Powered hacksaw,
ETL1874,Crescent Wrench,Leith,Leith,Torque Wrench,3
ETL1875,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,30
ETL1876,Wallpaper Steamer,Leith,Leith,Wallpaper Steamer,30
ETL1877,Roller Tool,Leith,Leith,Extending roller pole,
ETL1878,Torque Wrench,Leith,Leith,Torque Wrench,
ETL1879,Roller Tool,Leith,Leith,Digital Precision Calipers,
ETL1880,Roller Tool,Leith,Leith,Precision Calipers,
ETL1881,Bar Clamps,Leith,Leith,Bar clamp,10
Etl1882,Scroller Power Saw,Leith,Leith,Scroll saw,90
ETL1883,Belt Sanders,Leith,Leith,Belt sander,20
ETL1884,Drill Bits,Leith,Leith,Forster bits set,15
ETL335,Wallpaper Steamer,Leith,Leith,Steam Cleaner,90
ETL6503,Hammer Drills,Leith,Leith,Makita SDS corded hammer drill,120
ETL6608,Corded Mowers,Leith,Leith,Roller Moss Remover / Scarifying rake,
ETL6674,Cordless Drills,Leith,Leith,Makita cordless drill,
ETL6675,Miscellaneous Furniture,Portobello,Portobello,Wallpaper Pasting Table,20
ETL6676,Bow Saws,Portobello,Portobello,Bush saw,12
ETL6677,Angle Grinders,Portobello,Portobello,Angle grinder,
ETL6678,Cement Chisel,Portobello,Portobello,Brick Bolster chisel,8
ETL6679,Cement Chisel,Portobello,Portobello,Brick Bolster chisel,8
ETL6680,Extension Ladder,Portobello,Portobello,Triple Extension Ladder,
ETL6681,Hand Tools,Leith,Leith,Pipe cutter,
ETL6682,Garden Tools,Leith,Leith,Cordless hedge trimmer,
ETL6683,Engraver,Portobello,Portobello,Dremel rotary tool,
ETLBAG001,Buckets,Leith,Leith,Large Burlap Bag,15
ETLBAG002,Buckets,Leith,Leith,Large Burlap Bag,15
ETLBAG003,Buckets,Leith,Leith,Small Burlap Bag,15
ETLBAG004,Buckets,Leith,Leith,Large cotton Bag,15
ETLBAG005,Buckets,Leith,Leith,Large cotton Bag,15
ETLBAG006,Buckets,Leith,Leith,Large cotton Bag,15
ETLBAG007,Buckets,Leith,Leith,Small Reusable Bag,15
ETLBAG008,Buckets,Leith,Leith,Medium Reusable Bag,15
ETLBAG009,Buckets,Leith,Leith,Medium Reusable Bag,15
ETLBAG010,Buckets,Leith,Leith,Small Reusable Bag,15
ETLBAG011,Buckets,Leith,Leith,Large Reusable Bag,15
ETLBAG012,Buckets,Leith,Leith,Large Reusable Bag,15
